id,title,rating,date,body,sentiment,category,satisfied,text
279,Remboursement,1,2020-08-09 07:13:31+00:00,"Suite à une ANNULATION d'un vendeur, je me fais rembourser normalement, mais surprise, Alibaba me rembourse seulement 198€35 au lieu de 206€67 + 5e17 de frais de carte. L'ARNAQUE. quand on rembourse c'est la totalité et pas 3/4 surtout si le problème viens du vendeur: Shenzhen Kuze Technology Co., Ltd.",Negative,Customer Service,0,"Remboursement Suite à une ANNULATION d'un vendeur, je me fais rembourser normalement, mais surprise, Alibaba me rembourse seulement 198€35 au lieu de 206€67 + 5e17 de frais de carte. L'ARNAQUE. quand on rembourse c'est la totalité et pas 3/4 surtout si le problème viens du vendeur: Shenzhen Kuze Technology Co., Ltd."
280,Une arnaque durable,1,2020-08-07 00:00:00+00:00,"J’ai commandé un kit de blanchiment dentaire pour tester le produit, le lendemain le fournisseur ne donnait aucun signe de vie alors j’ai demandé le remboursement de mes 78€ et ça fait 20 jours qu’Alibaba.com me balade dans tous les sens, me réclamant des preuves de l’accord à l’amiable entre le vendeur et moi, ce que j’ai envoyé à 3 reprises, j’ai même repris contact avec le vendeur qui me dit qu’il va me rembourser et que c’est Alibaba.com qui retarde le remboursement. Bref j’ai lâché l’affaire, pour 78€ je vais pas m’user. Avant de commander chez eux, réfléchissez bien ou passez par une société de sourcing ou de je ne sais quoi mais Alibaba.com est une grosse arnaque",Negative,Customer Service,0,"Une arnaque durable J’ai commandé un kit de blanchiment dentaire pour tester le produit, le lendemain le fournisseur ne donnait aucun signe de vie alors j’ai demandé le remboursement de mes 78€ et ça fait 20 jours qu’Alibaba.com me balade dans tous les sens, me réclamant des preuves de l’accord à l’amiable entre le vendeur et moi, ce que j’ai envoyé à 3 reprises, j’ai même repris contact avec le vendeur qui me dit qu’il va me rembourser et que c’est Alibaba.com qui retarde le remboursement. Bref j’ai lâché l’affaire, pour 78€ je vais pas m’user. Avant de commander chez eux, réfléchissez bien ou passez par une société de sourcing ou de je ne sais quoi mais Alibaba.com est une grosse arnaque"
281,C'était super j'ai aimé,5,,C'était super j'ai aimé,Positive,Uncategorized,1,C'était super j'ai aimé C'était super j'ai aimé
282,Commande pas livré vous êtes bien Ali…,1,2020-07-24 21:56:48+00:00,Commande pas livré vous êtes bien Ali Baba et ses 40 voleurs livré dans un autre département comme par hasard vous êtes bien des voleurs Alibaba et ses 4 milliard de voleurs,Negative,Customer Service,0,Commande pas livré vous êtes bien Ali… Commande pas livré vous êtes bien Ali Baba et ses 40 voleurs livré dans un autre département comme par hasard vous êtes bien des voleurs Alibaba et ses 4 milliard de voleurs
283,Bonjour j'ai commandé une machine pour…,1,,Bonjour j'ai commandé une machine pour le prix transport compris pour 1254 € le vendeur après la commande me demande 450 dollars en plus parceque le coup de fabrication est plus élevé  et me demande d'allé chercher la machine au port d'envers Alibaba à lu mon premier message mais n'a toujours rien fait j'ai laissé mon GSM mon numéro de commande  mais rien  le le vendeur est malhonnête il essaie de m'escroqué de l'argent attention  attention,Negative,Customer Service,0,Bonjour j'ai commandé une machine pour… Bonjour j'ai commandé une machine pour le prix transport compris pour 1254 € le vendeur après la commande me demande 450 dollars en plus parceque le coup de fabrication est plus élevé  et me demande d'allé chercher la machine au port d'envers Alibaba à lu mon premier message mais n'a toujours rien fait j'ai laissé mon GSM mon numéro de commande  mais rien  le le vendeur est malhonnête il essaie de m'escroqué de l'argent attention  attention
284,Aucun serieux du site,1,2020-07-21 20:46:55+00:00,"J'ai fait une commande sur ce site, en prenant leur assurance. Colis marquer comme reçu par alibaba plus de 15 jours avant la reel reception. Colis arrivé incomplet et cassé, j'ai essayé de faire jouer la garantie. impossible..... on me balade, en me disant que hors delais ......  Je suis tres deçu...  Meme pas possible de mettre un avis sur le vendeur en direct",Negative,Customer Service,0,"Aucun serieux du site J'ai fait une commande sur ce site, en prenant leur assurance. Colis marquer comme reçu par alibaba plus de 15 jours avant la reel reception. Colis arrivé incomplet et cassé, j'ai essayé de faire jouer la garantie. impossible..... on me balade, en me disant que hors delais ......  Je suis tres deçu...  Meme pas possible de mettre un avis sur le vendeur en direct"
285,Yongkang Dogebos Industrial Co.,5,2020-07-18 13:04:31+00:00,"Yongkang Dogebos Industrial Co., Ltd.
contact Evelyn Shen
trés bonne société , j ai commandé des vélo et 10 jours après j ai reçus mes colis  a la maison...et pour le service après vente j ai casser une pédale 8 jours aprés la pédale est arrivé au magasin ..bravo pour le service  thierry lobruto",Neutral,Customer Service,1,"Yongkang Dogebos Industrial Co. Yongkang Dogebos Industrial Co., Ltd.
contact Evelyn Shen
trés bonne société , j ai commandé des vélo et 10 jours après j ai reçus mes colis  a la maison...et pour le service après vente j ai casser une pédale 8 jours aprés la pédale est arrivé au magasin ..bravo pour le service  thierry lobruto"
286,Commande passé il y à 3mois et toujours rien reçu et impossible à joindre le service  grosse arnaque plus aucune commande chez eux,1,2020-07-10 15:03:45+00:00,"Commande passé depuis 3 mois et aucune livraison grosse arnaque 
Impossible de joindre le site. 🤨🤨🤨🤨",Negative,Customer Service,0,"Commande passé il y à 3mois et toujours rien reçu et impossible à joindre le service  grosse arnaque plus aucune commande chez eux Commande passé depuis 3 mois et aucune livraison grosse arnaque 
Impossible de joindre le site. 🤨🤨🤨🤨"
287,Qualité médiocre du service après vente,1,2020-07-06 12:31:35+00:00,"J'ai fait plusieurs achat tout était jusque la correcte sur le site aliexpress mais malheureusement sur ma derniere commande la poste ne pas livré du coup impossible de me faire rembourser un achat que je n'ai jamais reçu
Conseil n'achetez surtout pas des produits chères.....",Negative,Customer Service,0,"Qualité médiocre du service après vente J'ai fait plusieurs achat tout était jusque la correcte sur le site aliexpress mais malheureusement sur ma derniere commande la poste ne pas livré du coup impossible de me faire rembourser un achat que je n'ai jamais reçu
Conseil n'achetez surtout pas des produits chères....."
288,piètre service,1,2020-07-02 18:22:01+00:00,"j'ai passé plusieurs fois des commandes et il est vrai que j'ai toujours reçu les produits. Mais la dernière commande une catastrophe je suis toujours en attente d'un power bank à 15€ et de 2 protection pour mon smartphone 9€ soit 24€ commandés en Février dernier et toujours pas reçu , ce n'est pas trop la somme qui me pose problème c'est la manière qu'ils traitent mes demandes, ils n'en ont rien à faire c'est désolant de voir le manque de respect pour leurs client. Bien évidement je ne passerai plus jamais de commandes chez eux.",Negative,Electronics,0,"piètre service j'ai passé plusieurs fois des commandes et il est vrai que j'ai toujours reçu les produits. Mais la dernière commande une catastrophe je suis toujours en attente d'un power bank à 15€ et de 2 protection pour mon smartphone 9€ soit 24€ commandés en Février dernier et toujours pas reçu , ce n'est pas trop la somme qui me pose problème c'est la manière qu'ils traitent mes demandes, ils n'en ont rien à faire c'est désolant de voir le manque de respect pour leurs client. Bien évidement je ne passerai plus jamais de commandes chez eux."
289,Faite atention à se cite d'arnaque  que…,1,,"Faite atention à se cite d'arnaque  que le service alibaba protège les chinois sur leur cite il save qu'ils on des arnaqueurs et il y à aucun assurance pour votre marchandise non reçu 
c'est juste de la fausse publicîté payer par paypal !!  vous serez plus protéger que cette entreprise qui protège  la protection des arnaqueurs chinois. Les acheteurs perdre tout achat et argant.  Moi j' ai perdu des achats qui ont même pas été livrer à mon adresse au canada il voie bien le service alibaba que ma marchandise n'a pas été livrer à mon adresse et ils ont clore le litige en faveur des chinois c'est des voleurs  crosseur.",Negative,Customer Service,0,"Faite atention à se cite d'arnaque  que… Faite atention à se cite d'arnaque  que le service alibaba protège les chinois sur leur cite il save qu'ils on des arnaqueurs et il y à aucun assurance pour votre marchandise non reçu 
c'est juste de la fausse publicîté payer par paypal !!  vous serez plus protéger que cette entreprise qui protège  la protection des arnaqueurs chinois. Les acheteurs perdre tout achat et argant.  Moi j' ai perdu des achats qui ont même pas été livrer à mon adresse au canada il voie bien le service alibaba que ma marchandise n'a pas été livrer à mon adresse et ils ont clore le litige en faveur des chinois c'est des voleurs  crosseur."
290,Mauvaise qualité des articles,1,2020-07-01 06:03:55+00:00,Mauvaise qualité des articles. A fuir !,Negative,Marketplace,0,Mauvaise qualité des articles Mauvaise qualité des articles. A fuir !
291,J'ai commandé des lettres  lumineuse,2,2020-06-25 17:50:40+00:00,"J'ai commandé des lettres  lumineuse, chez Henan Luck Trading Company Lt via Alibaba. On m'avez fait miroité qualité top,  6 mois après les lettres on toutes rouiller, j'ai contacté le vendeur un discourt sans fin !
avec des arguments absurdes!
on pense faire de bonne affaire mais il faut savoir que les chinois sont les rois du commerce ils savent vendre!  mais depuis j'ai mis une croix sur tout ce qui se vends sur wish, alibaba aliexpress, ce sont des ventes sans retour ni garanti.
Il existe un vrais marche chinois mais il faut être sur place!!",Positive,Customer Service,0,"J'ai commandé des lettres  lumineuse J'ai commandé des lettres  lumineuse, chez Henan Luck Trading Company Lt via Alibaba. On m'avez fait miroité qualité top,  6 mois après les lettres on toutes rouiller, j'ai contacté le vendeur un discourt sans fin !
avec des arguments absurdes!
on pense faire de bonne affaire mais il faut savoir que les chinois sont les rois du commerce ils savent vendre!  mais depuis j'ai mis une croix sur tout ce qui se vends sur wish, alibaba aliexpress, ce sont des ventes sans retour ni garanti.
Il existe un vrais marche chinois mais il faut être sur place!!"
292,"J'ai fait une enquête, c'est de l'arnaque",1,2020-06-21 16:41:59+00:00,"Bonjour a tous 
La 1ere des choses a dire, je vous déconseille ce site 
Je vous explique 
J ai un projet d'ouvrir un entrepôt de vente des produits alimentaires enfant que grossiste, J ai donc essayé de voir les tarifs chez Alibaba, des tarifs très avantageux qui ont une évidence de donner un Max de bénéfice 
Avant de faire mes commandes, J ai essayé de lire les avis ici même, car moi avant de faire un achat sur Internet je fais tjrs une recherche du marchand sur Google et aussi du site vendeur. 

Les avis de Trustpilot m'ont alerté. Bcp des avis négatifs liés à une escroquerie.Mais d un côté j'ai Lu aussi des avis favorables. 
J'ai pensé que peut être qu' il fallait bien  cibler les  fournisseurs, C est a dire aller vers les producteurs direct, c'est ce que j'ai fait
J ai contacté les producteurs d'huile d'olive, du riz balmatic, des pâtes, des oeufs Bio, du sucre, de la farine de blé bio 

A ces producteurs, j ai essayé de les écrire avec un anglais correct, curieusement le plus souvent ils m'ont demandé de faire la conversation WhatsApp ou bien une question que si je suis un américain ou pas ? 
J'ai compris que il y a qlq chose qui se cache entre ces deux demandes insistantes, alors j ai joué le jeu aussi, J ai dit que ke suis un ancien  officier de la FBI et je suis retraité, je veux me convertir dans le business de vente des produits alimentaires en gros, et J ai commencé à leur demander si ils ont des hectares de champs de riz ou de blé, où est ce qu'ils trouvent les olives qu'ils transforment en huile, etc 

J ai passé 3 semaines dans cette petite enquête personnelle. 
Aujourd'hui, je viens de remarquer que tous ces marchands que J 'ai discuté avec, leurs comptes ont disparu, très très surpris, 
J'ai compris une chose, ce site c'est de la daube, c'est une escroquerie organisée, 
Ne partez pas jeter votre argent dans leur poche, je doute mm que tous ces marchandises existe, c'est du vol 
Oublier ça, moi J ai eu la réponse, j'allais engagé plus de 100 000 euros dans les business avec Alibaba et ses fournisseurs fantômes 
A fuir vraiment. 
Franchement ça n'a rien à avoir avec les sites comme Amazon

Un vrai Conseil de ma part qui ai mené une petite enquête personnelle car j'ai un projet, ne partez pas jeter votre argents sur Alibaba, j'ai fait ce qu'il fallait faire, c'est a dire vous partager mon expérience, libre a vous et votre fric",Negative,Food,0,"J'ai fait une enquête, c'est de l'arnaque Bonjour a tous 
La 1ere des choses a dire, je vous déconseille ce site 
Je vous explique 
J ai un projet d'ouvrir un entrepôt de vente des produits alimentaires enfant que grossiste, J ai donc essayé de voir les tarifs chez Alibaba, des tarifs très avantageux qui ont une évidence de donner un Max de bénéfice 
Avant de faire mes commandes, J ai essayé de lire les avis ici même, car moi avant de faire un achat sur Internet je fais tjrs une recherche du marchand sur Google et aussi du site vendeur. 

Les avis de Trustpilot m'ont alerté. Bcp des avis négatifs liés à une escroquerie.Mais d un côté j'ai Lu aussi des avis favorables. 
J'ai pensé que peut être qu' il fallait bien  cibler les  fournisseurs, C est a dire aller vers les producteurs direct, c'est ce que j'ai fait
J ai contacté les producteurs d'huile d'olive, du riz balmatic, des pâtes, des oeufs Bio, du sucre, de la farine de blé bio 

A ces producteurs, j ai essayé de les écrire avec un anglais correct, curieusement le plus souvent ils m'ont demandé de faire la conversation WhatsApp ou bien une question que si je suis un américain ou pas ? 
J'ai compris que il y a qlq chose qui se cache entre ces deux demandes insistantes, alors j ai joué le jeu aussi, J ai dit que ke suis un ancien  officier de la FBI et je suis retraité, je veux me convertir dans le business de vente des produits alimentaires en gros, et J ai commencé à leur demander si ils ont des hectares de champs de riz ou de blé, où est ce qu'ils trouvent les olives qu'ils transforment en huile, etc 

J ai passé 3 semaines dans cette petite enquête personnelle. 
Aujourd'hui, je viens de remarquer que tous ces marchands que J 'ai discuté avec, leurs comptes ont disparu, très très surpris, 
J'ai compris une chose, ce site c'est de la daube, c'est une escroquerie organisée, 
Ne partez pas jeter votre argent dans leur poche, je doute mm que tous ces marchandises existe, c'est du vol 
Oublier ça, moi J ai eu la réponse, j'allais engagé plus de 100 000 euros dans les business avec Alibaba et ses fournisseurs fantômes 
A fuir vraiment. 
Franchement ça n'a rien à avoir avec les sites comme Amazon

Un vrai Conseil de ma part qui ai mené une petite enquête personnelle car j'ai un projet, ne partez pas jeter votre argents sur Alibaba, j'ai fait ce qu'il fallait faire, c'est a dire vous partager mon expérience, libre a vous et votre fric"
