title,rating,date,body,sentiment,category,month_year,satisfied
Ne pas acheter d iphone sur ce site,1,2023-11-10,"achat de 2 iphone au même vendeur avec la garantie reconditionnée rakuten 24 mois. Mon 2eme iphone ne s allumait plus du tout, il est donc partie en réparation via rakuten. Il est chez un réparateur depuis le 2 mai et aucun retour de personne!! Malgré des relances toutes les semaines, j'ai toujours la même réponse il est en cours de réparation!! réponse légère car le délai raisonnable de la loi est bien dépassé et si mon iphone n'est toujours pas réparé je ne suis pas sûre de le revoir un jour. J'ai fait de nombreux achats sur rakuten et jusqu'à présent je n avais jamais eu besoin d un sav mais là grosse déception car personne ne s occupe vraiment de mon dossier c'est une honte, mettez vous un peu à la place du client. Pour préciser suite à la réponse c’est Rakuten qui a mon téléphone en réparation ",Neutral,Electronics,2023-11,0
Site clair et fiable,5,2024-06-10,"Site clair et fiable, recherches aisées.",Positive,Marketplace,2024-06,1
Pas de problème,5,2024-06-10,"Pas de problème, rapide et efficcace",Positive,Customer Service,2024-06,1
Prix super compétitifs mais livraison…,5,2024-06-06,"Prix super compétitifs mais livraison un peu longue
",Positive,Shipping,2024-06,1
Beaucoup de titres,5,2024-06-06,"Beaucoup de titres, livres en bon état qui sont moins chers , ce qui permet de faire des économies , ou d’en acheter plus …..",Positive,Uncategorized,2024-06,1
Service de qualité ,5,2024-06-10,Les produits sont arrivés dans les temps impartis. Ils étaient conformes à mes commandes. ,Positive,Customer Service,2024-06,1
Offre de produits très large!,5,2024-06-06,"J'ai pu trouver un livre en langue étrangère que je ne pouvais pas me procurer ailleurs. Très satisfaite.
Seul bémol peut-être, j'ai dû acquitter des droits de douane qui n'avaient jamais été mentionnés avant la réception du colis.",Positive,Shipping,2024-06,1
Commande facile et arrivée rapidement,5,2024-06-02,Commande facile et arrivée rapidement ,Positive,Customer Service,2024-06,1
prix choc des frais de port,5,2024-06-06,des frais de ports pas chèr pour plusieurs livres achetés chez le même vendeur. c'est très rare. mieux qu'amazon ou momox qui sont très décevant et tellement exhorbitant,Positive,Marketplace,2024-06,1
Ce n est pas sérieux ,1,2024-06-15,"Des nuls avec leur système  d envoi shop To shop CHRONOPOST
Première et dernière expérience !!",Neutral,Shipping,2024-06,0
Une erreur de livraison et rakuten ne veut pas reconnaître ses tort,1,2024-05-25,Un mobile commandé le 25 mai. Après plusieurs relances auprès du vendeur le mobile a enfin quitté l'entrepôt le 9 juin. Il a été livré à une adresse qui n'est pas la mienne elle n'est même pas dans mon département. On se demande comment on se mobiles a pu être livré à une adresse qui n'est pas celle de la commande... Si ce n'est un détournement du mobile à des fins crapuleuses. On me demande de porter plainte ! Alors que il n'y a aucun doute sur l'erreur de rakuten ou du vendeur ou les deux,Neutral,Customer Service,2024-05,0
Excellent,5,2024-06-06,"Excellent, livraison rapide et sans problème.",Positive,Customer Service,2024-06,1
Aucune écoute en ce qui concerne les…,3,2024-06-06,Aucune écoute en ce qui concerne les plaintes dûes aux notes négatives non justifiées ,Neutral,Uncategorized,2024-06,0
Pure magouille,1,2024-06-15,"Pure magouille, le site ne prend pas en compte la demande du client pour une commande faite par erreur, la demande de retour est faite avec beaucoup de difficulté, incapable de donner de nouvelle pendant les 14 jours de délais afin de ne pas rembourser le produit, A fuire impérativement si vous espérez un service client rapide et efficient. Très déçu de ce site",Positive,Customer Service,2024-06,0
Je fais ,5,2024-06-06,"Sur les achats effectués sur le site RAKUTEN, j’ai eu plaisir d’avoir satisfaction à chaque fois et j’espère que cela va continuer.
Aucuns soucis, c’est pourquoi je recommande RAKUTEN sans hésiter !",Positive,Customer Service,2024-06,1
Rakuten: Un tiers de confiance inexistant.,1,2024-05-20,"Rakuten: Un tiers de confiance inexistant.
J'ai acheté un Google Pixel 6 Pro neuf sur Rakuten via un vendeur xiaobinliop qui est bien mis en avant par rakuten. Sauf que le téléphone reçu n'était pas neuf et surtout il ne fonctionnait plus au bout de 5 jours. 

Rakuten n'a pas voulu m'aider sous prétexte que j'avais déjà noté le vendeur à la réception -comme ils nous encouragent pourtant à le faire avec insistance.

Le vendeur a demandé que je lui retourne le téléphone HS, ce que j'ai fait et ensuite... n'a plus donné de nouvelle.
Résultat 230 euros de perdu. Plus de téléphone. Pas de remboursement. 

Quand je m'informe auprès du vendeur via la messagerie du site, Rakuten supprime mon message et protège l'arnaqueur qui continue de sévir.

Quand Rakuten disent ""protection"", c'est de leur marge dont ils parlent. Tant qu'ils peuvent prendre un juteux pourcentage, avec un vendeur étranger peu scrupuleux et inattaquable, ils préfèrent continuer à flouer les acheteurs plutôt qu'à jouer leur rôle de tiers de confiance.

--- Mise à Jour Marrante ---
Suite à l'intervention d'une conseillère, je reçois un mail étonnant :
""Important : si suite à l'achat, Rakuten vous assure de recevoir le produit conforme à l'annonce initiale, c'est au vendeur que revient la responsabilité de la garantie légale de conformité."" 

> Or, et je le dis depuis le début, le téléphone que j'ai reçu n'était pas conforme à l'annonce. Et j'ai informé Rakuten que le produit n'était pas neuf mais reconditionné. Et le pire c'est qu'ils couvrent le vendeur xiaobinliop  en laissant l'annonce toujours en ligne, toujours écrit ""produit neuf"" pour que d'autres gogos tombent dans le panneau! Et j'ai enregistré de nombreux commentaires qui signalent depuis longtemps la même arnaque. 

Moralité : Rakuten laisse faire, Rakuten est complice.",Positive,Electronics,2024-05,0
impeccable,5,2024-06-06,telephone en parfait état mais livraison assez longue,Positive,Electronics,2024-06,1
Satisfait,4,2024-05-31,"Produit en tous points conforme à la commande. Emballage soigné. Toutefois, livraison un peu longue. ",Positive,Customer Service,2024-05,1
Satisfaite,5,2024-06-10,Rien à signaler. Satisfaite,Positive,Uncategorized,2024-06,1
bien reçu mes livres et dans l'état…,4,2024-06-08,bien reçu mes livres et dans l'état prévu,Positive,Uncategorized,2024-06,1
ok merci beaucoup,4,2024-06-06,ok merci beaucoup,Positive,Uncategorized,2024-06,1
Parfait ,5,2024-06-06,"Parfait, emballage, rapidité, efficacité 
Mille mercis ",Positive,Uncategorized,2024-06,1
Achat CD ,5,2024-06-06,CD très difficile à se procurer et acheté sur le site Rakuten avec un très bon rapport qualité prix. Impeccable ,Positive,Marketplace,2024-06,1
Super expérience,5,2024-06-06,Super expérience! Génial ! ,Positive,Uncategorized,2024-06,1
TParfaitout s'est très bien passé,5,2024-06-06,Tout s'est très bien passé,Positive,Uncategorized,2024-06,1
Téléphone à 700e jamais livré,1,2024-05-01,"Je commande un téléphone, l'article reste indiqué en centre de distribution pendant une semaine puis son statut passe en ""livré"" depuis une semaine sans que je n'ai rien reçu. 
Malgré avoir contacter rakuten pour indiquer que ce n'était pas normal que le colis ne change pas de statut pendant aussi longtemps, le temps de contacter chronopost pour leur avertir que je n'ai pas reçu le colis, Rakuten a payé le vendeur et me rétorque que j'ai dépassé les delais pour faire réclamation
Chronopost me dit de voir avec le vendeur, et ce dernier ne répond plus. 700e partis en l'air, je compte déposer plainte",Positive,Electronics,2024-05,0
fonctionnement,5,2024-06-06,rien à dire sur le fonctionnement du site. Cela roule toujours,Positive,Marketplace,2024-06,1
site parfait,5,2024-06-06,site parfait,Positive,Marketplace,2024-06,1
manque de compétence,1,2024-06-15,"Je pense que soit le personnel qui travaille pour rakuten n'est pas toujours celui du haut du panier , soit que cette société manque d'honnêteté.
Je commande un téléphone via ce site, je me retracte dans la foulée car un autre vendeur était moins cher et j'annule la rétractation dans la 1/2h vu que le vendeur moins cher ne livrait pas en belgique ( je précise  que tout cela s'est fait avant que le vendeur n'accepte d'envoyer le colis, pour le moment j'ai juste une demande d'achat en attente)
2 jours plus tard, le vendeur accepte mon offre d'achat et fait le nécessaire pour l'envoi du colis,nous sommes le 12/06.
je reçois un numéro de suivi du colis, j'y vois un transfert et un colis qui doit arriver prochainement.
Le 14/06 je regarde le suivi, il s'arrête à la date du 13/06, nous sommes le 15/06, je contacte rakuten pour demander la raison , la réponse reçue est lunaire.....
la personne me répond que le client à annulé la vente le 11/06 ( alors que l'envoi du colis à été accepté le 12/06 que j'ai un numéro de suivi et que le colis est en route.
Qui peut m'expliquer comment cela est possible et ce que je dois penser de rakuten ?
Pour ma part, je n'en pense pas que du bien.

édit: on me propose un remboursement ,mais aucune explication sur ce qui s'est passé.
après avoir lu plusieurs commentaires, je ne regrette plus l'annulation de ma commande et je ne pense plus réitérer ce genre d'expérience et d'achat.
même le service de livraison n'a pas bonne facture, j'ai échappé au pire je pense, quand on y regarde de plus près, achat datant du 8/06, annulation datant du 11/06 , soit disant envoi le 12/06 avec numéro de suivi (comment cela est possible ?? je ne le saurai jamais) méfiez-vous  des belles promesses et lisez les commentaires, ça peut aider à s faire un avis .",Positive,Electronics,2024-06,0
Parfait ,5,2024-06-06,"Produit livré en 48h00
Conforme à l annonce 
C'est parfait ",Positive,Shipping,2024-06,1
Rapide efficace et correspondant à la…,5,2024-06-06,Rapide efficace et correspondant à la cde,Positive,Uncategorized,2024-06,1
Envoi très rapide et efficace.,5,2024-06-06,Envoi très rapide et efficace. ,Positive,Shipping,2024-06,1
*******************************,5,2024-06-06,*******************************,Positive,Uncategorized,2024-06,1
temps d'expédition et de réception…un petit retard mais tout à fait acceptable ,5,2024-06-06,temps d'expédition et de réception parfait ,Positive,Shipping,2024-06,1
Commande du 6 juin,5,2024-06-06,"Ouvrage reçu plus tôt que prévu. 
Merci beaucoup. ",Positive,Uncategorized,2024-06,1
L’article ne correspondait pas à la…,2,2024-06-06,"L’article ne correspondait pas à la description (vitre écran téléphone trop petite). 
Après de multiples échanges et demandes de procédures compliquées destinées à me dissuader je n’ai encore pas eu de remboursement.
Donc non je ne suis pas contente ",Neutral,Electronics,2024-06,0
Livraison rapide et soignée très…,5,2024-06-06,Livraison rapide et soignée très satisfaite,Positive,Shipping,2024-06,1
mes achats,5,2024-06-06,Jamais déçue de mes achats ,Positive,Uncategorized,2024-06,1
annulation de commande 843625291,2,2024-06-05,"j ai voulu annuler ma commande car le vendeur au bout de 4 jours il n avait pas donné de reponse .
je sais qu il avait 10jours mais moi je n avais pas 10 jours à attendre sachant que ce vendeur n  est pas serieux maintenant je regarderai à 10 fois avant de cde chez vous",Neutral,Customer Service,2024-06,0
Commande traitée très rapidement et suivi très sérieux ,5,2024-06-06,"Commande traitée très rapidement. Les produits sont vraiment conformes aux descriptions faites sur le site, et le suivi des envois et acheminements sont très pratiques et bien mis à jour au fil des jours. De plus, le colis est distribué dans les délais indiqués lors de la commande, et un avis de livraison nous est envoyé, ce qui permet de suivre très précisément le colis.
Je recommande vivement pour le sérieux et la rapidité.",Positive,Customer Service,2024-06,1
Livraison en temps et en heure ,5,2024-06-06,"Livraison en temps et en heure 
Le téléchargement c'est effectué sans souci et l'installation également .",Positive,Shipping,2024-06,1
vendeur fantome et apres plusieurs…,1,2024-05-29,"vendeur fantome et apres plusieurs solicitations
rakuten ne repond pas
ils laissent des vendeurs non fiable sur leur plaforme
A FUIR ",Neutral,Uncategorized,2024-05,0
Livraison rapide,5,2024-06-10,Livraison rapide.  Produit conforme à la commande.,Positive,Customer Service,2024-06,1
Bonne ,4,2024-06-12,Tout s'est Bien passé ,Positive,Uncategorized,2024-06,1
article était conforme et envoyé…,4,2024-06-12,L'article était conforme et envoyé rapidement. Le transport était trop long et j'ai reçu un message de droit de douane à payer alors qu'il n'y en avait pas et bien sûr je n'ai pas payé.,Positive,Marketplace,2024-06,1
chaque commande correspond a sa…,5,2024-06-04,"chaque commande correspond a sa description et les délais de livraison sont respectés, l'emballage est soigné et proportionné à l'objet.
",Positive,Customer Service,2024-06,1
commande,5,2024-06-12,"l envoi de qualité, produit neuf , expédition rapide.",Positive,Shipping,2024-06,1
Rien de particulier à commenter,5,2024-06-10,Rien de particulier à commenter,Positive,Uncategorized,2024-06,1
Produits conformes,5,2024-06-12,"Les produits expédiés sont conformes avec des délais respectés. 
Je n’ai eu aucun problème donc je n’ai aucune expérience en cas de réclamation. 
Je recommande cette plate-forme d’achats.",Positive,Customer Service,2024-06,1
Attention au achat de téléphone,1,2024-05-16,"Attention aux achats de téléphone. 
Ils ne sont pas neufs, mais reconditionnés. J'ai reçu deux téléphones, le premier n'a marché que 1 mois, le deuxième ne fonctionnait même pas. J'ai fait remonté l'information à rakuten qui m'a remboursé directement sans chercher à comprendre l'origine. Ce qui semble valider après mes échanges avec rakuten qu'ils sont au courant. 
Dommage. 

Vous avez mon nom et prénom ainsi que la référence suivante: 696124504/895139488. 

Pouvez vous donc m'expliquer que deux téléphones d'affiles soit défectueux sur des problèmes de batteries alors qu'ils sont neufs ? La présence d'un ensemble de sites sérieux mentionnant être passé par les même choses. Et l'absence totale de tentative d'explication de la part de rakuten et encore moins du vendeur. 
Dommage que je n'ai pas pu regarder le nombre de cycle du téléphone. Mais il est difficile de faire vous faire confiance vu le contexte. Je n'ai pas eu de message d'ailleurs, Juste un remboursement qui semble être un aveux de faiblesse, Après plusieurs semaines d'attentes. ",Negative,Electronics,2024-05,0
